TX_AMOUNT,IS_FRAUD,SENDER_INIT_BALANCE,RECEIVER_INIT_BALANCE,HOUR,DAY_OF_WEEK,AMOUNT_TO_SENDER_BALANCE_RATIO,SENDER_BALANCE_AFTER_TX
140.83,FALSE,140.83,158.8,4,1,0.992949306,0
193.36,FALSE,193.36,343.41,19,1,0.994854908,0
13.6,FALSE,136.06,144.36,1,4,0.099226616,122.46
149.63,FALSE,149.63,151.14,10,3,0.993361216,0
12.56,TRUE,370.56,485.11,13,0,0.033803423,358
15.09,FALSE,181.15,156.49,1,1,0.08284381,166.06
512.78,FALSE,512.79,279.97,2,2,0.998034216,0.01
277.6012237,FALSE,105.4281493,100.7610017,2,5,0.477961479,123.43
13.1,FALSE,144.16,105.07,17,0,0.090245247,131.06
17.29,TRUE,285.5,562.23,8,6,0.06034904,268.21
238.0657533,FALSE,77.37204686,102.4421933,4,6,0.474863034,0
15280588,FALSE,268.45,361.33,4,4,56710.29133,-15280319.55
182.9042479,FALSE,199.0484335,72.15139266,23,5,0.356622974,0.01
18.98,TRUE,240.49,276.11,13,6,0.078595387,221.51
21.46,FALSE,128.78,111.59,5,1,0.165356758,107.32
104.63,FALSE,104.64,267.59,4,1,0.990439228,0.01
262.6627487,FALSE,171.3428061,59.53129366,0,6,0.576735511,0
67154.28,FALSE,349.89,274.89,4,6,191.3827125,-66804.39
466.25,FALSE,466.25,164.69,18,0,0.997859818,0
140.55,FALSE,140.55,431.67,22,1,0.992935359,0
241.02,FALSE,241.03,184.72,19,5,0.995826964,0.01
156.7803827,FALSE,152.4263325,142.4867918,22,6,0.461102274,0.01
13.58,FALSE,122.29,226.82,6,6,0.110146808,108.71
123.8474405,FALSE,160.7426137,89.85341832,4,6,0.342523068,0.01
3.87,TRUE,233.47,291.11,3,3,0.01650531,229.6
4.5,TRUE,364.72,277.91,8,6,0.012304495,360.22
578.2,FALSE,578.2,127.39,8,3,0.998273481,0
103.16,FALSE,103.16,280.65,2,5,0.990399386,0
137752.26,FALSE,224.32,228.1,0,2,611.3627729,-137527.94
260.85,FALSE,260.85,405.86,6,6,0.99618102,0
548.11,FALSE,548.12,258.22,21,3,0.998160693,0.01
12.56,TRUE,485.11,105.12,10,4,0.025837773,472.55
426.85,FALSE,426.85,257.3,2,0,0.997662732,0
331.54,FALSE,331.54,214.01,18,3,0.996992843,0
161.41,FALSE,161.41,364.13,22,1,0.993842744,0
428.7,FALSE,428.71,598.08,3,3,0.997649578,0.01
2.86,TRUE,226.63,188.24,14,0,0.012564249,223.77
13.52,TRUE,170.87,166.38,1,4,0.078664107,157.35
14.49,FALSE,173.98,166.7,19,2,0.082809464,159.49
147.44,FALSE,147.44,433.78,11,6,0.993263271,0
533.35,FALSE,533.36,248.93,13,6,0.998109888,0.01
8.84,FALSE,185.74,179.8,4,4,0.047338546,176.9
137.88,FALSE,137.89,150.08,1,0,0.992728058,0.01
15.64,TRUE,366.79,101.14,10,4,0.042524267,351.15
117.73,FALSE,117.74,139.5,2,0,0.991494021,0.01
9,FALSE,135.02,577.34,23,1,0.06616674,126.02
19.27,FALSE,134.91,394.09,12,5,0.141785005,115.64
10.09,FALSE,141.32,478.34,2,1,0.070896571,131.23
502.69,FALSE,502.69,201.5,0,6,0.998014652,0
111.47,FALSE,111.47,367.93,14,6,0.99110874,0
110.31,FALSE,110.32,580.18,18,2,0.990927057,0.01
414.1,FALSE,414.1,232.88,22,6,0.997590942,0
192.36,FALSE,192.37,383.67,1,2,0.994776853,0.01
503.79,FALSE,503.8,105.8,3,6,0.997999208,0.01
512.98,FALSE,512.99,312.31,0,1,0.998034981,0.01
8.02,FALSE,112.38,442.67,14,0,0.070735579,104.36
171.41,FALSE,171.42,559.18,13,0,0.994142211,0.01
122.33,FALSE,122.34,438.1,22,1,0.991811253,0.01
123.65,FALSE,123.65,188.24,21,3,0.991977537,0
2.351020681,TRUE,1152.427247,698.4808168,12,2,0.015598357,316.52
194.61,FALSE,194.62,130.25,2,1,0.994836929,0.01
20.89,FALSE,188.02,323.79,11,0,0.110517406,167.13
4.53,TRUE,482.51,242.16,23,5,0.009368989,477.98
15.85,FALSE,158.51,225.92,15,1,0.099366811,142.66
497.41,FALSE,497.41,160.35,15,5,0.99799362,0
8.03,FALSE,112.49,553.75,5,5,0.070755133,104.46
176.19,FALSE,176.2,393.61,0,3,0.994300226,0.01
244.8768574,FALSE,154.0303282,98.50739892,4,6,0.418667181,0.01
62.55,FALSE,187.68,576.52,19,6,0.331513674,125.13
8.183995038,TRUE,679.5662773,774.1567446,14,3,0.016351813,403.49
141.700694,FALSE,94.11656864,126.5785989,3,6,0.330029972,97.97
515.14,FALSE,515.14,216.76,19,5,0.998062541,0
17.04,TRUE,161.98,236.52,11,1,0.104552706,144.94
245.1108839,FALSE,72.75586653,57.07648761,2,5,0.312088644,0
272.6,FALSE,272.6,182.56,1,4,0.996345029,0
18.7,FALSE,149.66,289.67,19,3,0.124120536,130.96
3.04,TRUE,142.47,345.95,10,2,0.021189099,139.43
116.3,FALSE,116.31,194.49,4,2,0.991390333,0.01
103.3,FALSE,103.31,276.97,14,0,0.990317323,0.01
16.27,TRUE,130.73,393.65,2,6,0.12351021,114.46
23.92,FALSE,143.52,216.09,18,6,0.165513424,119.6
167.39,FALSE,167.4,388.76,1,1,0.994002375,0.01
113287.91,FALSE,346.8,586.27,9,1,325.7271708,-112941.11
512.29,FALSE,512.3,351.7,18,6,0.99803234,0.01
478.89,FALSE,478.9,163.01,17,3,0.997895395,0.01
511.97,FALSE,511.97,220.22,22,0,0.998050568,0
128.82,FALSE,128.82,203.83,3,3,0.992297027,0
3.97,TRUE,319.7,243.41,19,5,0.012379171,315.73
19.42,FALSE,155.38,132.79,17,0,0.124184678,135.96
16.48,FALSE,164.83,131.38,16,3,0.099378882,148.35
11.75,TRUE,106.63,219.04,14,0,0.109170306,94.88
16.43,FALSE,164.38,173.37,2,0,0.099346959,147.95
14.38,FALSE,115.07,163.33,0,3,0.123890756,100.69
518.9,FALSE,518.9,490.27,22,5,0.998076553,0
18.47,FALSE,184.78,275.47,2,5,0.099418667,166.31
433.29,FALSE,433.3,105.97,5,5,0.997674419,0.01
190.61,FALSE,190.61,127,12,5,0.994781066,0
460.95,FALSE,460.95,196.4,22,0,0.997835264,0
16.79,FALSE,134.36,221.87,15,2,0.124039598,117.57
123.47,FALSE,123.47,273.23,17,2,0.991965936,0
13.56,TRUE,147.52,142.79,23,1,0.091300835,133.96
38.1,FALSE,190.53,173.3,6,5,0.19892445,152.43
329.02,FALSE,329.03,156.03,4,4,0.996939672,0.01
423.83,FALSE,423.84,160.88,16,4,0.997622634,0.01
25.11,FALSE,175.84,555.35,19,3,0.141992762,150.73
511.73,FALSE,511.74,460.55,4,0,0.998030191,0.01
14.62,FALSE,131.63,270.21,13,1,0.110231471,117.01
119.2845953,FALSE,169.4254455,106.2836457,3,5,0.482496755,0.01
149.0476723,FALSE,58.16737151,86.10796669,2,5,0.547228975,0
460.55,FALSE,460.56,299.27,11,1,0.997811769,0.01
277.9038502,FALSE,165.2961334,75.20898709,4,6,0.471805501,0.01
26.36,FALSE,184.53,280.97,21,3,0.142079448,158.17
15.55,FALSE,171.15,269.86,14,6,0.090328202,155.6
160.72,FALSE,160.72,126.59,3,2,0.993816473,0
458.52,FALSE,458.53,364.97,0,4,0.997802102,0.01
141.7736148,FALSE,174.020649,148.2246311,1,6,0.358334482,0.01
18.5,TRUE,333.75,105.4,3,3,0.055265123,315.25
11.44,FALSE,103.03,158.98,17,3,0.109968278,91.59
255.3212448,FALSE,116.0249239,57.44491262,4,6,0.57899342,0
15.82,TRUE,229.06,577.75,13,2,0.06876467,213.24
5.32,FALSE,117.25,190.42,22,1,0.044989429,111.93
131.53,FALSE,131.54,182.95,20,0,0.992379659,0.01
236.9416475,FALSE,76.64349127,135.4351741,3,5,0.593242138,-4307931.73
156.71,FALSE,156.71,317.65,5,1,0.993659248,0
8.1,FALSE,162.1,104.14,23,5,0.049662784,154
161.86,FALSE,161.86,375.41,16,5,0.993859757,0
131.21,FALSE,131.21,198.89,7,5,0.992436276,0
23.36,FALSE,186.91,517.15,1,0,0.124314832,163.55
128.82,FALSE,128.82,330.19,1,1,0.992297027,0
501.79,FALSE,501.8,109.47,7,4,0.997991249,0.01
17.4,FALSE,156.6,137.52,19,5,0.110406091,139.2
11.69,FALSE,116.93,168.52,2,2,0.099126601,105.24
18.56,TRUE,475.88,344.98,12,4,0.038919644,457.32
148.63,FALSE,148.63,216.76,19,6,0.993316848,0
3.13,TRUE,319.67,188.24,18,4,0.009760813,316.54
19.54,TRUE,419.33,447.57,4,4,0.046487284,399.79
169.91,FALSE,169.92,167.87,11,4,0.994090803,0.01
174.16,FALSE,174.17,154.92,7,6,0.994234173,0.01
530.91,FALSE,530.92,110.72,23,2,0.998101218,0.01
569.8,FALSE,569.81,337.29,6,1,0.998230585,0.01
8.87,FALSE,186.37,263.08,13,6,0.047339489,177.5
414.14,FALSE,414.15,209.07,10,3,0.997567144,0.01
5.07,FALSE,101.56,165.97,13,3,0.049434477,96.49
114.5062691,FALSE,52.54593567,131.3515305,22,6,0.476694521,0
472.75,FALSE,472.75,374.08,21,0,0.997889182,0
111.5,FALSE,111.5,101.3,9,5,0.991111111,0
35.5,FALSE,177.54,386.71,16,5,0.198834995,142.04
217.13,FALSE,217.13,306.33,11,2,0.995415578,0
177.86,FALSE,177.86,100.13,2,1,0.994409035,0
5.18,FALSE,124.5,144.06,17,2,0.0412749,119.32
480.57,FALSE,480.57,529.56,8,2,0.997923459,0
493.13,FALSE,493.13,472.45,7,1,0.997976241,0
572.05,FALSE,572.06,126.04,1,4,0.998237532,0.01
494.55,FALSE,494.56,144.9,7,0,0.997961902,0.01
475.26,FALSE,475.27,119.97,15,2,0.997879354,0.01
15.33,FALSE,168.72,329.95,22,1,0.090325242,153.39
23.02,FALSE,184.2,121.95,9,5,0.124298056,161.18
11.21,FALSE,100.94,246.02,19,3,0.109966647,89.73
24.38,FALSE,170.69,309.73,19,2,0.142000116,146.31
16.88,TRUE,373.92,196.13,19,1,0.045022938,357.04
13.09,FALSE,183.28,122.81,3,0,0.07103321,170.19
513.89,FALSE,513.89,145.05,5,3,0.998057838,0
19.47,FALSE,194.75,214.61,14,0,0.099463602,175.28
152.88,FALSE,152.88,365.34,10,3,0.99350143,0
15.86,TRUE,344.98,471.66,0,0,0.0458408,329.12
8.71,FALSE,122.05,130.21,0,0,0.070784234,113.34
180.63,FALSE,180.64,135.77,19,0,0.994439551,0.01
14.93,FALSE,149.33,231.27,8,1,0.099314841,134.4
5.93,FALSE,118.71,176.75,18,2,0.04953638,112.78
14.44,TRUE,417.93,122.4,7,2,0.034468766,403.49
11.52,FALSE,103.74,376.92,9,1,0.109986634,92.22
401.02,FALSE,401.03,574.94,2,4,0.99748775,0.01
10.92,TRUE,190.42,103.67,10,2,0.05704733,179.5
39.81,FALSE,199.08,334.81,17,4,0.198970412,159.27
149.5,FALSE,149.5,340.28,4,0,0.993355482,0
25.4,FALSE,152.44,287.25,12,6,0.165537018,127.04
111.52,FALSE,111.53,383.91,0,6,0.991024616,0.01
131,FALSE,131.01,112.49,2,4,0.992349064,0.01
3.2,TRUE,367.54,142.87,12,6,0.008682911,364.34
39.68,FALSE,198.43,153.61,5,5,0.198967056,158.75
3.91,TRUE,285.5,494.37,3,0,0.013647469,281.59
9.05,FALSE,199.22,259.24,5,0,0.04520028,190.17
7.24,FALSE,144.91,195.35,17,6,0.049619629,137.67
426.54,FALSE,426.54,171.64,13,5,0.997661038,0
35.45,FALSE,141.82,132.04,12,3,0.248214536,106.37
316.13,FALSE,316.13,383.22,19,0,0.996846719,0
552.16,FALSE,552.17,168.45,19,6,0.99817416,0.01
425.42,FALSE,425.42,268.47,1,5,0.997654894,0
428.79,FALSE,428.8,292.85,6,4,0.99765007,0.01
136.4313457,FALSE,126.4782646,119.8797462,2,6,0.323028594,0
9.19,FALSE,184,539.9,0,4,0.049675676,174.81
464.08,FALSE,464.09,428.46,3,1,0.997828377,0.01
66146.69,FALSE,215.69,133.27,11,3,305.2595413,-65931
582.35,FALSE,582.36,409.76,6,2,0.998268651,0.01
199.88,FALSE,199.89,312.58,0,1,0.994972373,0.01
138.14,FALSE,138.15,178.16,11,0,0.992741646,0.01
7.24,FALSE,144.91,131.69,9,2,0.049619629,137.67
183,FALSE,183.01,192.36,1,2,0.994511168,0.01
436.82,FALSE,436.83,183.28,11,3,0.997693169,0.01
136.2188456,FALSE,171.3446246,76.64631467,2,5,0.490811043,0
3.19,TRUE,302.79,369.37,14,4,0.010500675,299.6
457.42,FALSE,457.42,160.16,11,4,0.997818594,0
455.69,FALSE,455.69,269.08,7,2,0.997810331,0
101.77,FALSE,101.78,211.65,0,4,0.990173185,0.01
150.14,FALSE,150.15,446.69,16,3,0.993317896,0.01
416.66,FALSE,416.66,465.31,15,5,0.997605708,0
474.54,FALSE,474.54,235.1,6,6,0.997897127,0
5.805737961,TRUE,1228.122897,491.9212655,12,0,0.009051251,584.85
13.85,FALSE,110.82,138.16,23,4,0.123859775,96.97
178.66,FALSE,178.67,214.63,19,4,0.994378583,0.01
149.35,FALSE,149.35,357.74,8,1,0.993348853,0
465.23,FALSE,465.24,127.3,14,5,0.997833734,0.01
112.5146153,FALSE,195.0303789,138.308844,23,6,0.535409051,0.01
178.69,FALSE,178.7,546.38,9,5,0.994379521,0.01
471.66,FALSE,471.66,112.49,0,6,0.997884314,0
171.41,FALSE,171.42,113.21,23,2,0.994142211,0.01
168.39,FALSE,168.4,465.19,10,4,0.99403778,0.01
172.02,FALSE,172.03,394.09,15,6,0.994162862,0.01
142.1148007,FALSE,194.853421,104.5922856,4,6,0.538515124,90.58
169.32,FALSE,169.32,179.73,13,6,0.994128699,0
14.1,TRUE,363.04,380.81,0,1,0.038732007,348.94
453.42,FALSE,453.43,176.42,15,1,0.997777435,0.01
14.96,TRUE,299.37,144.17,18,3,0.04980524,284.41
188536.53,FALSE,286.87,572.53,8,6,654.9363602,-188249.66
140.16,FALSE,140.17,179.67,21,4,0.992845505,0.01
137.8866628,FALSE,175.215448,104.034531,1,6,0.541210394,0.01
440.88,FALSE,440.88,320.55,9,2,0.997736942,0
6.83,FALSE,136.79,555.42,3,6,0.049568183,129.96
4.54,TRUE,239.33,174.76,11,5,0.018890692,234.79
18.54,TRUE,134.49,307.43,6,4,0.136836667,115.95
31.53,FALSE,189.21,270.2,10,5,0.165764155,157.68
7.47,FALSE,164.38,136.08,20,5,0.045168702,156.91
458.66,FALSE,458.66,583.25,23,3,0.997824479,0
12.93,TRUE,350.77,509.04,6,6,0.036756972,337.84
498.72,FALSE,498.72,126.92,9,4,0.997998879,0
252.482133,FALSE,71.5589586,68.77715188,23,5,0.53033642,0
522.57,FALSE,522.57,250.59,9,0,0.998090036,0
144.6468097,FALSE,105.6909378,88.71448282,3,6,0.327049213,0.01
187.85,FALSE,187.85,107.39,0,3,0.994704792,0
245.3328536,FALSE,85.65866233,99.01772139,1,5,0.491445588,0.01
149.9127653,FALSE,84.02147551,142.2441547,2,5,0.373356352,98.43
167.77,FALSE,167.78,276.4,17,3,0.994015879,0.01
141.16,FALSE,141.16,367.32,19,0,0.992965672,0
13.31,FALSE,106.49,109.09,11,1,0.123825472,93.18
289.3290702,FALSE,62.99026652,138.1357753,22,5,0.517277449,121.65
129.41,FALSE,129.41,147.99,3,5,0.992331876,0
150.41,FALSE,150.42,193.36,3,6,0.993329811,0.01
3.55,TRUE,103.14,163.59,6,2,0.034088727,99.59
534.11,FALSE,534.12,207.41,16,3,0.998112573,0.01
142.78,FALSE,142.79,348.26,0,0,0.992975868,0.01
203.7675681,FALSE,198.2415524,80.81900937,23,5,0.429859025,0.01
19.42,FALSE,194.27,354.17,12,0,0.099452041,174.85
102.12,FALSE,102.13,118.33,4,2,0.990206535,0.01
185.08,FALSE,185.09,509.26,8,6,0.994572519,0.01
17.61,FALSE,158.57,509.54,7,6,0.11035909,140.96
17.59,FALSE,175.98,153.92,12,5,0.099389762,158.39
159.9263478,FALSE,139.7593092,75.81316122,3,5,0.356061025,0
208.8240324,FALSE,52.42810843,79.66647275,4,5,0.488355345,0
147.5,FALSE,147.5,590.58,17,4,0.993265993,0
188.33,FALSE,188.33,239.43,10,2,0.994718217,0
8.78,FALSE,123.01,364.55,5,0,0.070800742,114.23
153.53,FALSE,153.54,488.04,17,3,0.993464475,0.01
502.7,FALSE,502.71,348.26,5,1,0.997994878,0.01
4395188.5,FALSE,240.49,523.62,15,5,18200.29194,-4394948.01
177.47,FALSE,177.48,154.72,2,1,0.994341103,0.01
520.92,FALSE,520.93,584.58,17,5,0.998064875,0.01
195.3,FALSE,195.3,247.83,7,4,0.994905756,0
18.9,FALSE,189.03,120.35,0,5,0.09945798,170.13
514.66,FALSE,514.67,544.26,23,4,0.998041383,0.01
463.95,FALSE,463.96,520.85,7,6,0.99782777,0.01
142.38,FALSE,142.39,228.6,1,0,0.992956273,0.01
401.39,FALSE,401.4,387.45,0,0,0.99749006,0.01
149.75,FALSE,149.75,110.77,3,3,0.993366501,0
190.0986454,FALSE,177.0973036,147.950068,23,5,0.553819405,104.43
34.46,FALSE,137.86,209.74,4,2,0.248163618,103.4
9.39,FALSE,197.31,554.83,22,3,0.047350108,187.92
143.66,FALSE,143.66,110.39,4,1,0.993087239,0
106.4921032,FALSE,86.99175062,99.85082065,1,6,0.409424896,179.15
5.849180896,TRUE,909.5676443,587.025451,16,0,0.013908153,563.78
9.51,FALSE,114.24,363.96,15,2,0.082523429,104.73
461.39,FALSE,461.39,191.1,17,0,0.997837323,0
208.3764085,FALSE,188.9974408,133.920117,0,5,0.392146436,0.01
162.78,FALSE,162.79,522.48,18,0,0.993833567,0.01
10.02,FALSE,120.26,141.02,16,0,0.08263236,110.24
12.02,TRUE,375.07,325.8,19,2,0.031962135,363.05
164.234854,FALSE,120.5298762,105.6024675,3,6,0.329882392,176.93
9.19,FALSE,184,159.43,4,1,0.049675676,174.81
27.81,FALSE,194.7,145.11,6,2,0.142105263,166.89
116.3,FALSE,116.3,132.43,2,6,0.991474851,0
186.8436679,FALSE,98.19639356,126.4136492,4,5,0.495285381,0.01
15.85,FALSE,158.51,107.23,12,0,0.099366811,142.66
167.88,FALSE,167.88,319.39,22,6,0.994078636,0
166,FALSE,166,123,12,1,0.994011976,0
110.55,FALSE,110.55,252.35,23,5,0.99103541,0
11.47,FALSE,137.66,164.9,6,6,0.082720323,126.19
555.59,FALSE,555.6,112.37,15,0,0.998185411,0.01
559.6,FALSE,559.61,383.77,8,2,0.998198391,0.01
23.76,FALSE,166.32,181.19,5,4,0.142003347,142.56
26.63,FALSE,186.41,331.53,2,0,0.142094872,159.78
159.9546046,FALSE,98.28167565,109.6679128,4,5,0.545750248,0.01
353.32,FALSE,353.33,122.92,17,1,0.99714955,0.01
551.32,FALSE,551.32,103.79,11,4,0.998189455,0
10.81,TRUE,209.22,158.9,15,5,0.051422319,198.41
124.87,FALSE,124.87,154.3,4,2,0.992055295,0
591.53,FALSE,591.53,376.19,1,0,0.998312322,0
496.1,FALSE,496.11,324.21,13,2,0.997968257,0.01
186.19,FALSE,186.19,130.7,23,2,0.994657834,0
2.71,TRUE,250.08,242.62,23,2,0.010793373,247.37
137.05,FALSE,137.05,137.06,0,4,0.992756248,0
9.77,FALSE,136.9,284.43,10,2,0.070848441,127.13
16.85,TRUE,324.7,333.37,9,0,0.051734725,307.85
14.53,FALSE,130.77,514.41,20,0,0.110267891,116.24
3.76,TRUE,177.73,145.87,21,4,0.021037319,173.97
122.4,FALSE,122.4,421.85,21,0,0.991896272,0
264.9880138,FALSE,127.2366591,105.9176531,23,6,0.504602464,0
185.5079972,FALSE,154.8823617,149.145792,22,5,0.511623435,0.01
449.58,FALSE,449.59,142.19,7,2,0.997758494,0.01
573.66,FALSE,573.67,220.22,19,6,0.99824247,0.01
164.3,FALSE,164.31,252.35,14,3,0.993890267,0.01
11.1,FALSE,155.45,236.61,8,0,0.070949185,144.35
118.33,FALSE,118.33,102.49,20,4,0.991619878,0
16.42,TRUE,573.14,133.11,9,6,0.028599296,556.72
48.07,FALSE,144.23,138.39,2,2,0.330992219,96.16
353.57,FALSE,355.67,334.74,13,6,0.991308492,2.1
19.54,TRUE,162.78,419.33,11,4,0.119306387,143.24
178.42,FALSE,178.43,267.03,21,4,0.994371064,0.01
160.58,FALSE,160.59,349.88,22,1,0.993749613,0.01
220.7655502,FALSE,197.4676992,61.89143682,4,5,0.381334309,0
126.4463342,FALSE,102.2492699,87.95164847,0,6,0.387162319,141.41
110.59,FALSE,110.6,173.49,1,1,0.990949821,0.01
443.16,FALSE,443.16,197.44,1,5,0.997748559,0
13.93,FALSE,111.45,117.11,6,6,0.123877279,97.52
155.5,FALSE,155.5,376.5,22,2,0.993610224,0
172.55,FALSE,172.56,252.35,5,5,0.994180687,0.01
17.04,TRUE,211.95,161.98,16,6,0.080018784,194.91
283.8972072,FALSE,99.48511306,62.03233617,23,6,0.500165381,-12627.79
547.08,FALSE,547.08,110.95,15,0,0.998175449,0
193.58,FALSE,193.58,124.79,2,1,0.994860726,0
553.77,FALSE,553.77,297.84,12,1,0.998197451,0
14.19,FALSE,198.74,266.34,1,1,0.071042355,184.55
3.86,TRUE,306.38,427.56,10,1,0.012557746,302.52
15.86,TRUE,263.05,136.92,7,0,0.060064382,247.19
513,FALSE,513,555.9,19,5,0.998054475,0
138.47,FALSE,138.47,360.94,10,3,0.992829999,0
11.54,FALSE,161.57,518.08,14,2,0.070984807,150.03
503.22,FALSE,503.22,121.4,10,5,0.998016739,0
105.93,FALSE,105.93,548.82,21,3,0.990648088,0
114.15,FALSE,114.15,187.05,9,2,0.991315675,0
125.29,FALSE,125.29,389.72,9,0,0.992081717,0
185.16,FALSE,185.16,249.39,6,4,0.994628277,0
12.6,FALSE,138.64,102.03,15,3,0.090232025,126.04
3.63,TRUE,180.67,360.18,23,6,0.019981285,177.04
571.9,FALSE,571.9,291.65,11,0,0.998254495,0
11.72,TRUE,353.03,141.02,23,2,0.033104539,341.31
124.3591153,FALSE,95.69647902,90.13743059,3,5,0.536227557,0.01
202.0905819,FALSE,84.19523206,85.50605059,4,6,0.537303599,106.56
456.01,FALSE,456.02,480.57,0,6,0.997790031,0.01
103.79,FALSE,103.79,165.51,11,4,0.990457105,0
13.81,FALSE,179.56,446.53,17,6,0.076484271,165.75
8.22,FALSE,115.11,303.01,18,3,0.070794936,106.89
403.17,FALSE,403.18,473.33,10,1,0.997501113,0.01
12.98,FALSE,142.85,119.58,7,0,0.090232881,129.87
148.63,FALSE,148.63,205.33,17,5,0.993316848,0
115.33,FALSE,115.33,386.71,17,3,0.991403765,0
3.66,TRUE,281.3,170.53,23,1,0.012964931,277.64
162.28,FALSE,162.29,115.28,17,3,0.993814686,0.01
10.88,FALSE,152.45,197.79,2,1,0.070902574,141.57
103.43,FALSE,103.43,222.58,18,4,0.990424208,0
650017.62,FALSE,279.26,195.99,9,0,2319.337829,-649738.36
12.25,TRUE,252.88,471.88,23,5,0.048251142,240.63
134.4878957,FALSE,174.3961126,103.2028801,1,5,0.586552141,99.57
30.32,FALSE,181.98,108.32,11,0,0.16570117,151.66
132.38,FALSE,132.39,186.33,22,6,0.992428218,0.01
25.15,FALSE,150.91,171.86,2,3,0.165558554,125.76
10.36,TRUE,230.36,360.97,9,6,0.0447787,220
12.84,FALSE,154.15,195.39,20,4,0.082758621,141.31
501.17,FALSE,501.17,103.04,9,2,0.998008642,0
426.14,FALSE,426.14,475.88,1,1,0.997658847,0
383.14,FALSE,383.15,185.67,7,0,0.997370819,0.01
108.1461855,FALSE,102.6244735,145.2678266,23,5,0.429142406,0.01
14.48,FALSE,144.9,127.46,4,5,0.099246059,130.42
597.84,FALSE,597.84,434.77,3,6,0.998330105,0
128.88,FALSE,128.89,495.99,3,0,0.99222419,0.01
503.85,FALSE,503.85,257.3,7,5,0.998019214,0
112.93,FALSE,112.93,400.6,1,1,0.991222681,0
438.1,FALSE,438.1,316.83,12,0,0.997722614,0
571.44,FALSE,571.44,376.26,6,2,0.998253092,0
445.48,FALSE,445.48,359.31,17,3,0.997760258,0
6.47,FALSE,142.47,274.31,18,4,0.045096536,136
173.2246711,FALSE,107.7212717,138.0358081,0,6,0.598089723,0.01
104.93,FALSE,104.93,340.28,6,0,0.990559804,0
14.27,FALSE,142.74,365.76,3,5,0.099276471,128.47
11.88,FALSE,130.79,425.98,20,3,0.09014341,118.91
175.42,FALSE,175.43,191.04,10,6,0.99427535,0.01
528.65,FALSE,528.66,180.64,13,0,0.998093116,0.01
8.23,FALSE,172.94,474.6,21,5,0.047315166,164.71
145.97,FALSE,145.97,130,8,4,0.99319589,0
530.65,FALSE,530.66,573.17,5,0,0.99810029,0.01
181.52,FALSE,181.52,376.92,22,0,0.994521148,0
594.94,FALSE,594.94,146.19,22,3,0.998321979,0
199.88,FALSE,199.89,354.55,14,5,0.994972373,0.01
556.64,FALSE,556.64,157.68,6,3,0.998206728,0
205.215789,FALSE,50.98092333,61.15807045,0,5,0.374687388,0.01
109.6163444,FALSE,59.87393686,99.16760685,1,6,0.316965098,118.03
249.5448063,FALSE,147.0497803,95.04258052,2,5,0.558408798,0.01
7.15,FALSE,100.2,202.02,19,2,0.070652174,93.05
257.4751143,FALSE,120.0717281,54.85138111,0,5,0.581964432,0
137.4185828,FALSE,171.0469027,71.36938147,4,5,0.395828086,0
112.93,FALSE,112.93,213.42,23,2,0.991222681,0
9.05,FALSE,181.02,240.73,10,3,0.049719811,171.97
257.8825967,FALSE,167.9730546,125.21735,23,6,0.362676536,0
197.94,FALSE,197.95,170.87,10,2,0.994923348,0.01
2.72,TRUE,542.29,323.82,4,4,0.005006534,539.57
529.2,FALSE,529.2,145.05,17,2,0.998113919,0
126.38,FALSE,126.39,102.44,3,5,0.992071591,0.01
25.43,FALSE,152.59,446.86,2,0,0.165570675,127.16
222.8079978,FALSE,55.47021517,78.39994047,0,6,0.37838018,0
443.19,FALSE,443.19,206.95,18,2,0.997748711,0
579.53,FALSE,579.54,241.25,2,4,0.99826024,0.01
209.7698175,FALSE,82.91599277,57.86895882,23,5,0.449734254,0
187.85,FALSE,187.85,107.39,14,6,0.994704792,0
161.83,FALSE,161.83,376.16,7,0,0.993858626,0
3.19,TRUE,302.79,369.37,14,4,0.010500675,299.6
493.13,FALSE,493.13,472.45,2,6,0.997976241,0
177.53,FALSE,177.54,135.67,18,4,0.994343004,0.01
136.66,FALSE,136.66,129.27,12,5,0.992735726,0
185.4935749,FALSE,152.8911129,139.7531405,4,5,0.529613194,0
10.02,FALSE,140.39,312.58,14,5,0.070867812,130.37
224.231534,FALSE,64.89970575,60.49613176,4,5,0.538374169,0.01
140.86,FALSE,140.87,475.81,6,6,0.992880806,0.01
535.13,FALSE,535.13,402.97,14,3,0.998134781,0
19.31,FALSE,115.9,325.35,0,4,0.165183918,96.59
10.94,TRUE,177.73,373.54,12,2,0.061209646,166.79
10.3,TRUE,239.43,311.5,21,6,0.042839912,229.13
16.61,FALSE,166.13,493.51,6,6,0.099383713,149.52
5.656796642,TRUE,761.8287085,427.0469181,13,0,0.017898627,176.2
25.67,FALSE,179.7,121.14,21,0,0.142058661,154.03
4.03,TRUE,284.71,160.72,6,1,0.014105212,280.68
165.66,FALSE,165.66,513.33,19,0,0.99399976,0
2.8,TRUE,179.15,226.82,14,2,0.015542603,176.35
127.41,FALSE,127.42,480.57,6,2,0.992135181,0.01
565.96,FALSE,565.96,224.37,18,6,0.998236207,0
12.25,FALSE,171.5,211.59,9,5,0.071014493,159.25
131.77,FALSE,131.78,132.55,9,1,0.992393433,0.01
155.16,FALSE,155.17,100.88,15,1,0.993532689,0.01
